,DA_LMP,DA_MCC,DA_MLC,RT_LMP,RT_MCC,RT_MLC,LMP_DELTA,MCC_DELTA,MLC_DELTA,LF_Planned,LF_Actual,Outage
2014-02-07 09:00:00,116.22,7.22,4.18,89.43,-2.17,2.86,-26.79,-9.39,-1.32,21016,20995,0
2014-02-07 10:00:00,107.36,7.73,2.87,102.73,0.09,3.33,-4.63,-7.64,0.46,20700,20723,0
2014-02-07 11:00:00,89.96,0.1,2.49,84.7,-0.23,3.22,-5.26,-0.33,0.73,20474,20497,0
2014-02-07 12:00:00,75.84,0.61,0.51,61.6,-1.32,2.32,-14.24,-1.93,1.81,20047,20159,0
2014-02-07 13:00:00,72.75,1.82,3.32,65.9,0.99,1.85,-6.85,-0.83,-1.47,19722,19836,0
2014-02-07 14:00:00,61.67,-4.29,2.96,56.5,-1.69,1.71,-5.17,2.6,-1.25,19490,19576,0
2014-02-07 15:00:00,52.89,-6.41,1.27,44.97,0.73,1.1,-7.92,7.14,-0.17,19248,19240,0
2014-02-07 16:00:00,52.14,-6.58,1.54,46.79,-0.49,1.1,-5.35,6.09,-0.44,18982,19017,0
2014-02-07 17:00:00,63.05,-3.2,2.03,68.54,0.1,1.7,5.49,3.3,-0.33,19072,19156,0
2014-02-07 18:00:00,110.05,8.51,3.38,197.54,5.45,5.72,87.49,-3.06,2.34,19647,19558,0
2014-02-07 19:00:00,98.22,6.13,0.8,108.81,8.88,3.79,10.59,2.75,2.99,20228,20073,0
2014-02-07 20:00:00,82.94,0.9,0.54,75.24,3.06,2.57,-7.7,2.16,2.03,20052,19815,0
2014-02-07 21:00:00,73.49,-0.1,0.49,61.05,-1.45,2.06,-12.44,-1.35,1.57,19735,19518,0
2014-02-07 22:00:00,68.58,5.59,0.55,47.25,-1.26,1.53,-21.33,-6.85,0.98,19290,19265,0
2014-02-07 23:00:00,59.68,-2.49,1.75,69.15,-5.31,2.11,9.47,-2.82,0.36,18578,18693,0
2014-02-08 00:00:00,67.62,5.71,0.45,89.28,12.63,2.85,21.66,6.92,2.4,17972,18024,0
2014-02-08 01:00:00,56.45,1.92,0.12,215.89,81.8,5.19,159.44,79.88,5.07,17395,17429,0
2014-02-08 02:00:00,48.15,-6.4,0.12,105.62,6.27,3.45,57.47,12.67,3.33,16969,17093,0
2014-02-08 03:00:00,49.23,-1.83,-0.28,87.53,2.36,2.79,38.3,4.19,3.07,16753,16889,0
2014-02-08 04:00:00,47.04,-2.41,-0.27,71.09,6.4,2.16,24.05,8.81,2.43,16674,16796,0
2014-02-08 05:00:00,44.77,-2.68,-0.25,124.76,15.67,3.71,79.99,18.35,3.96,16756,16915,0
2014-02-08 06:00:00,56.06,-1.0,0.03,75.78,-6.23,3.05,19.72,-5.23,3.02,17014,17298,0
2014-02-08 07:00:00,62.03,-6.81,1.33,111.88,6.22,4.36,49.85,13.03,3.03,17483,17900,0
2014-02-08 08:00:00,78.55,2.19,-0.47,100.49,5.4,3.73,21.94,3.21,4.2,17958,18359,0
2014-02-08 09:00:00,87.69,-0.18,-0.05,112.12,6.01,3.54,24.43,6.19,3.59,18427,18720,0
2014-02-08 10:00:00,82.47,0.33,1.57,128.11,5.83,3.66,45.64,5.5,2.09,18626,18972,0
2014-02-08 11:00:00,65.61,-3.16,1.26,106.74,9.14,3.0,41.13,12.3,1.74,18516,18848,0
2014-02-08 12:00:00,56.84,-6.62,2.41,98.25,6.56,2.68,41.41,13.18,0.27,18242,18552,0
2014-02-08 13:00:00,48.99,-9.47,0.44,72.22,3.34,2.36,23.23,12.81,1.92,17998,18288,0
2014-02-08 14:00:00,46.49,-9.95,0.57,41.59,-0.35,1.84,-4.9,9.6,1.27,17788,18015,0
2014-02-08 15:00:00,43.15,-10.45,0.63,48.06,0.23,1.93,4.91,10.68,1.3,17591,17785,0
2014-02-08 16:00:00,36.5,-17.76,1.32,50.69,0.73,1.91,14.19,18.49,0.59,17492,17698,0
2014-02-08 17:00:00,46.34,-15.18,0.61,64.09,3.33,2.34,17.75,18.51,1.73,17660,17906,0
2014-02-08 18:00:00,78.85,2.33,1.94,139.1,16.71,5.41,60.25,14.38,3.47,18305,18556,0
2014-02-08 19:00:00,76.5,0.51,2.51,150.55,12.54,6.24,74.05,12.03,3.73,18799,19090,0
2014-02-08 20:00:00,63.94,-5.84,2.93,69.89,0.69,3.15,5.95,6.53,0.22,18690,18832,0
2014-02-08 21:00:00,54.35,-8.19,2.36,86.11,4.48,3.57,31.76,12.67,1.21,18456,18489,0
2014-02-08 22:00:00,48.26,-6.56,0.42,46.16,-0.12,1.96,-2.1,6.44,1.54,18046,18153,0
2014-02-08 23:00:00,47.53,-4.69,0.79,76.18,21.33,2.11,28.65,26.02,1.32,17438,17562,0
2014-02-09 00:00:00,58.67,-1.15,1.63,43.37,-25.73,2.53,-15.3,-24.58,0.9,16798,16977,0
2014-02-09 01:00:00,50.67,-3.2,-0.6,15.56,-40.24,1.67,-35.11,-37.04,2.27,16404,16582,0
2014-02-09 02:00:00,45.83,-5.98,1.07,26.06,-4.23,0.95,-19.77,1.75,-0.12,16127,16210,0
2014-02-09 03:00:00,43.18,-0.03,-0.16,26.69,-2.45,0.81,-16.49,-2.42,0.97,16018,16142,0
2014-02-09 04:00:00,35.59,-5.35,0.68,25.67,-5.28,0.84,-9.92,0.07,0.16,15991,16125,0
2014-02-09 05:00:00,37.6,-3.84,0.85,26.81,-0.08,0.67,-10.79,3.76,-0.18,16092,16284,0
2014-02-09 06:00:00,37.78,-8.35,0.38,28.16,0.0,0.62,-9.62,8.35,0.24,16357,16619,0
2014-02-09 07:00:00,43.19,-7.39,1.38,29.35,-0.35,0.57,-13.84,7.04,-0.81,16757,17134,0
2014-02-09 08:00:00,50.1,-6.43,1.18,30.81,-0.9,0.43,-19.29,5.53,-0.75,17123,17561,0
2014-02-09 09:00:00,48.58,-9.35,0.3,47.89,-0.49,0.66,-0.69,8.86,0.36,17626,18005,0
2014-02-09 10:00:00,50.36,-9.42,1.23,41.42,-4.01,0.85,-8.94,5.41,-0.38,17848,18068,0
2014-02-09 11:00:00,47.36,-6.14,1.53,35.69,-0.5,0.84,-11.67,5.64,-0.69,17812,17945,0
2014-02-09 12:00:00,40.51,-6.39,0.54,26.84,-29.15,1.58,-13.67,-22.76,1.04,17758,17916,0
2014-02-09 13:00:00,40.24,-5.0,0.97,30.67,-0.07,0.73,-9.57,4.93,-0.24,17715,17916,0
2014-02-09 14:00:00,39.93,-5.74,1.43,29.01,0.26,0.61,-10.92,6.0,-0.82,17579,17763,0
2014-02-09 15:00:00,37.53,-4.61,0.8,28.23,0.19,0.43,-9.3,4.8,-0.37,17439,17643,0
2014-02-09 16:00:00,36.7,-8.11,1.75,29.07,-1.81,0.53,-7.63,6.3,-1.22,17449,17625,0
2014-02-09 17:00:00,44.03,-9.73,0.36,26.44,-31.99,1.29,-17.59,-22.26,0.93,17879,18094,0
2014-02-09 18:00:00,78.0,-0.62,3.41,122.93,0.64,4.15,44.93,1.26,0.74,18734,19200,0
2014-02-09 19:00:00,71.48,-2.79,0.77,88.73,0.12,2.96,17.25,2.91,2.19,19563,20155,0
2014-02-09 20:00:00,60.49,-6.93,0.73,66.12,0.1,1.97,5.63,7.03,1.24,19548,20134,0
2014-02-09 21:00:00,54.2,-8.91,0.68,51.7,0.28,1.24,-2.5,9.19,0.56,19200,19771,0
2014-02-09 22:00:00,51.96,-9.51,2.77,47.06,-0.48,1.13,-4.9,9.03,-1.64,18790,19254,0
2014-02-09 23:00:00,53.49,-2.19,1.64,39.6,6.33,0.83,-13.89,8.52,-0.81,18103,18364,0
2014-02-10 00:00:00,45.82,-3.93,0.22,26.51,-6.93,0.81,-19.31,-3.0,0.59,17776,17878,0
2014-02-10 01:00:00,47.45,-0.97,1.89,32.82,-29.07,1.81,-14.63,-28.1,-0.08,17408,17594,0
2014-02-10 02:00:00,47.66,0.96,1.83,26.44,-13.99,1.04,-21.22,-14.95,-0.79,17229,17399,0
2014-02-10 03:00:00,47.5,0.9,1.78,21.28,-25.98,1.27,-26.22,-26.88,-0.51,17199,17365,0
2014-02-10 04:00:00,48.66,0.53,0.69,31.1,-11.23,0.96,-17.56,-11.76,0.27,17264,17487,0
2014-02-10 05:00:00,59.0,2.74,0.86,39.9,-0.64,0.9,-19.1,-3.38,0.04,17743,17900,0
2014-02-10 06:00:00,82.61,2.81,1.31,79.27,2.82,1.47,-3.34,0.01,0.16,18863,18951,0
2014-02-10 07:00:00,143.26,7.89,4.03,199.79,24.42,4.48,56.53,16.53,0.45,20622,20521,0
2014-02-10 08:00:00,135.39,10.66,3.78,193.75,35.63,4.99,58.36,24.97,1.21,21270,21272,0
2014-02-10 09:00:00,126.96,8.97,3.57,141.57,15.28,3.93,14.61,6.31,0.36,21134,21135,0
2014-02-10 10:00:00,121.48,11.02,2.5,114.71,9.4,3.49,-6.77,-1.62,0.99,20873,20788,0
2014-02-10 11:00:00,106.38,9.64,2.18,112.14,1.63,4.13,5.76,-8.01,1.95,20626,20565,0
2014-02-10 12:00:00,98.57,7.36,2.05,80.64,0.25,3.46,-17.93,-7.11,1.41,20408,20314,0
2014-02-10 13:00:00,92.2,5.5,2.22,131.85,10.51,4.4,39.65,5.01,2.18,20159,20030,0
2014-02-10 14:00:00,84.47,4.57,2.03,78.29,1.15,2.82,-6.18,-3.42,0.79,20040,19894,0
2014-02-10 15:00:00,74.8,4.06,-0.18,66.92,-2.9,2.54,-7.88,-6.96,2.72,19832,19655,0
2014-02-10 16:00:00,72.01,1.36,-0.17,55.83,0.28,1.83,-16.18,-1.08,2.0,19672,19451,0
2014-02-10 17:00:00,95.95,6.56,2.29,66.41,-0.42,1.84,-29.54,-6.98,-0.45,19838,19597,0
2014-02-10 18:00:00,143.69,17.3,1.14,91.89,-0.93,3.41,-51.8,-18.23,2.27,20536,20271,0
2014-02-10 19:00:00,164.03,16.01,4.54,139.44,2.79,4.73,-24.59,-13.22,0.19,21388,20964,0
2014-02-10 20:00:00,137.61,13.62,3.86,124.15,-2.54,3.57,-13.46,-16.16,-0.29,21307,20797,0
2014-02-10 21:00:00,119.34,13.13,3.31,154.54,-2.91,4.09,35.2,-16.04,0.78,20924,20611,0
2014-02-10 22:00:00,95.89,8.21,2.33,416.66,41.62,9.49,320.77,33.41,7.16,20329,20369,0
2014-02-10 23:00:00,83.3,6.31,2.5,94.47,4.85,3.14,11.17,-1.46,0.64,19411,19503,0
2014-02-11 00:00:00,106.94,9.09,3.17,127.99,-0.99,3.45,21.05,-10.08,0.28,18720,18864,0
2014-02-11 01:00:00,96.44,10.66,2.17,54.32,-3.49,1.6,-42.12,-14.15,-0.57,18229,18306,0
2014-02-11 02:00:00,75.14,-3.68,2.01,62.47,-0.94,1.72,-12.67,2.74,-0.29,17890,17977,0
2014-02-11 03:00:00,77.95,-0.34,2.0,68.37,-12.14,2.12,-9.58,-11.8,0.12,17756,17857,0
2014-02-11 04:00:00,72.95,-0.53,0.15,72.08,-40.18,3.45,-0.87,-39.65,3.3,17790,17955,0
2014-02-11 05:00:00,102.22,13.87,3.52,92.73,-11.61,3.65,-9.49,-25.48,0.13,18190,18284,0
2014-02-11 06:00:00,141.93,25.28,2.87,127.63,-3.68,4.76,-14.3,-28.96,1.89,19222,19316,0
2014-02-11 07:00:00,179.16,23.05,2.08,735.7,5.44,35.33,556.54,-17.61,33.25,20858,20859,0
2014-02-11 08:00:00,165.85,20.8,4.4,98.43,0.88,6.08,-67.42,-19.92,1.68,21386,21700,0
2014-02-11 09:00:00,145.53,19.05,3.25,104.85,0.49,6.77,-40.68,-18.56,3.52,21101,21378,0
2014-02-11 10:00:00,136.78,19.02,3.94,117.31,17.26,6.66,-19.47,-1.76,2.72,20799,21051,0
2014-02-11 11:00:00,127.36,20.92,4.57,126.09,12.57,7.21,-1.27,-8.35,2.64,20531,20749,0
2014-02-11 12:00:00,106.57,10.09,4.29,84.45,1.5,5.47,-22.12,-8.59,1.18,20188,20557,0
2014-02-11 13:00:00,101.77,16.54,3.51,63.76,-34.73,6.35,-38.01,-51.27,2.84,19889,20329,0
2014-02-11 14:00:00,90.8,12.84,3.04,53.31,2.68,3.24,-37.49,-10.16,0.2,19767,20187,0
2014-02-11 15:00:00,65.81,2.29,-1.08,46.22,-13.77,3.41,-19.59,-16.06,4.49,19548,19910,0
2014-02-11 16:00:00,60.9,-2.35,-0.23,45.75,-42.85,4.44,-15.15,-40.5,4.67,19386,19832,0
2014-02-11 17:00:00,71.49,-8.44,-0.43,59.22,-14.88,3.96,-12.27,-6.44,4.39,19518,20032,0
2014-02-11 18:00:00,167.75,32.79,3.69,571.51,44.01,30.33,403.76,11.22,26.64,20205,20663,0
2014-02-11 19:00:00,162.8,26.59,3.34,464.91,47.36,22.32,302.11,20.77,18.98,20948,21256,0
2014-02-11 20:00:00,127.63,11.3,2.92,123.86,22.04,4.54,-3.77,10.74,1.62,20793,20971,0
2014-02-11 21:00:00,110.94,11.15,2.8,127.4,17.63,4.88,16.46,6.48,2.08,20374,20547,0
2014-02-11 22:00:00,103.81,21.02,1.32,65.26,10.12,2.33,-38.55,-10.9,1.01,19619,19788,0
2014-02-11 23:00:00,81.66,10.88,1.97,47.95,-3.06,1.59,-33.71,-13.94,-0.38,18661,18660,0
2014-02-12 00:00:00,76.86,3.11,2.09,52.05,-10.52,0.9,-24.81,-13.63,-1.19,18160,17928,0
2014-02-12 01:00:00,77.35,5.83,2.17,51.94,-11.71,0.99,-25.41,-17.54,-1.18,17583,17344,0
2014-02-12 02:00:00,67.09,-1.14,2.09,69.44,-11.22,1.04,2.35,-10.08,-1.05,17185,16915,0
2014-02-12 03:00:00,64.48,-2.05,2.03,70.38,-12.39,0.62,5.9,-10.34,-1.41,17001,16641,0
2014-02-12 04:00:00,66.44,-0.83,0.72,70.1,-2.55,0.58,3.66,-1.72,-0.14,16989,16639,0
2014-02-12 05:00:00,80.85,3.32,1.41,80.72,-5.7,0.72,-0.13,-9.02,-0.69,17321,16964,0
2014-02-12 06:00:00,77.99,-18.76,2.38,69.96,-27.57,0.94,-8.03,-8.81,-1.44,18327,17862,0
2014-02-12 07:00:00,143.4,-0.28,4.7,102.68,-11.68,1.44,-40.72,-11.4,-3.26,19977,19314,0
2014-02-12 08:00:00,112.63,-0.75,3.74,92.28,-8.67,2.54,-20.35,-7.92,-1.2,20658,19920,0
2014-02-12 09:00:00,103.04,-0.15,3.83,122.45,0.69,3.69,19.41,0.84,-0.14,20451,19720,0
2014-02-12 10:00:00,97.69,3.05,3.74,102.82,7.69,2.65,5.13,4.64,-1.09,20231,19475,0
2014-02-12 11:00:00,87.94,0.42,3.36,103.74,12.65,2.61,15.8,12.23,-0.75,20019,19358,0
2014-02-12 12:00:00,79.9,-3.06,2.42,116.32,5.77,3.43,36.42,8.83,1.01,19797,19132,0
2014-02-12 13:00:00,75.71,-5.03,3.31,139.26,15.73,3.04,63.55,20.76,-0.27,19633,18886,0
2014-02-12 14:00:00,73.12,-3.48,3.59,70.21,7.45,1.39,-2.91,10.93,-2.2,19594,18822,0
2014-02-12 15:00:00,65.35,-3.96,3.11,63.36,4.67,1.23,-1.99,8.63,-1.88,19473,18646,0
2014-02-12 16:00:00,59.44,-5.43,2.9,49.5,-5.98,1.36,-9.94,-0.55,-1.54,19360,18640,0
2014-02-12 17:00:00,72.73,-6.23,3.69,44.69,-4.26,1.48,-28.04,1.97,-2.21,19538,18890,0
2014-02-12 18:00:00,121.43,8.39,3.21,66.51,3.16,2.06,-54.92,-5.23,-1.15,20112,19633,0
2014-02-12 19:00:00,115.3,3.09,4.32,78.31,1.76,2.24,-36.99,-1.33,-2.08,20755,20404,0
2014-02-12 20:00:00,98.26,1.04,3.39,71.95,-1.5,2.53,-26.31,-2.54,-0.86,20473,20281,0
2014-02-12 21:00:00,85.07,2.18,0.81,67.61,-1.77,2.59,-17.46,-3.95,1.78,20059,19948,0
2014-02-12 22:00:00,72.44,-0.81,2.9,36.6,-7.17,1.66,-35.84,-6.36,-1.24,19301,19218,0
2014-02-12 23:00:00,47.38,-12.96,-0.41,30.11,-18.92,2.04,-17.27,-5.96,2.45,18217,18090,0
2014-02-13 00:00:00,40.87,-14.21,0.64,27.15,-10.24,1.33,-13.72,3.97,0.69,17217,17281,0
2014-02-13 01:00:00,41.26,-11.45,0.87,36.85,-17.77,1.47,-4.41,-6.32,0.6,16665,16808,0
2014-02-13 02:00:00,41.44,-9.84,1.11,38.71,-5.72,1.11,-2.73,4.12,0.0,16262,16372,0
2014-02-13 03:00:00,41.46,-10.08,1.29,39.89,-60.95,1.71,-1.57,-50.87,0.42,16072,16259,0
2014-02-13 04:00:00,41.79,-10.82,1.13,23.0,-144.51,1.77,-18.79,-133.69,0.64,16046,16262,0
2014-02-13 05:00:00,50.12,-6.36,0.55,7.76,-35.78,0.66,-42.36,-29.42,0.11,16326,16504,0
2014-02-13 06:00:00,53.74,-16.05,2.12,45.17,-31.23,1.51,-8.57,-15.18,-0.61,17262,17433,0
2014-02-13 07:00:00,103.94,-2.21,1.03,69.15,-70.53,1.91,-34.79,-68.32,0.88,18935,19064,0
2014-02-13 08:00:00,92.3,-0.79,0.98,51.9,-14.73,1.94,-40.4,-13.94,0.96,19788,19834,0
2014-02-13 09:00:00,71.75,-5.51,1.66,41.94,-3.41,1.66,-29.81,2.1,0.0,19582,19638,0
2014-02-13 10:00:00,63.62,-3.7,0.99,54.24,1.8,1.99,-9.38,5.5,1.0,19395,19508,0
2014-02-13 11:00:00,56.07,-2.79,1.67,44.19,2.89,1.9,-11.88,5.68,0.23,19268,19354,0
2014-02-13 12:00:00,48.88,-6.44,1.36,38.03,-10.24,2.6,-10.85,-3.8,1.24,19067,19158,0
2014-02-13 13:00:00,43.56,-9.9,1.1,35.82,0.95,1.95,-7.74,10.85,0.85,18885,19020,0
2014-02-13 14:00:00,41.54,-7.03,1.8,33.4,0.25,1.89,-8.14,7.28,0.09,18826,18915,0
2014-02-13 15:00:00,38.27,-5.07,0.85,28.38,-2.36,1.76,-9.89,2.71,0.91,18654,18782,0
2014-02-13 16:00:00,36.04,-8.97,1.84,31.77,-1.29,1.9,-4.27,7.68,0.06,18532,18575,0
2014-02-13 17:00:00,47.8,-2.72,0.61,41.57,3.13,2.09,-6.23,5.85,1.48,18666,18739,0
2014-02-13 18:00:00,85.84,9.22,2.63,45.94,1.35,2.26,-39.9,-7.87,-0.37,19230,19292,0
2014-02-13 19:00:00,90.93,11.12,1.07,63.26,-0.77,2.49,-27.67,-11.89,1.42,19973,20166,0
2014-02-13 20:00:00,72.35,5.35,-0.45,57.96,1.47,1.44,-14.39,-3.88,1.89,19895,20054,0
2014-02-13 21:00:00,68.09,5.59,0.67,57.02,-1.66,1.19,-11.07,-7.25,0.52,19584,19737,0
2014-02-13 22:00:00,53.8,-4.8,0.65,48.6,0.54,1.32,-5.2,5.34,0.67,18965,19146,0
2014-02-13 23:00:00,48.25,1.94,0.22,28.86,-2.36,0.67,-19.39,-4.3,0.45,18012,18178,0
2014-02-14 00:00:00,48.15,5.32,-0.22,50.11,18.48,0.45,1.96,13.16,0.67,17411,17553,0
2014-02-14 01:00:00,55.81,11.85,0.24,22.13,-11.64,0.42,-33.68,-23.49,0.18,16927,17115,0
2014-02-14 02:00:00,33.77,-7.08,1.02,23.98,-4.59,0.38,-9.79,2.49,-0.64,16465,16717,0
2014-02-14 03:00:00,32.48,-6.68,-0.52,27.96,-3.59,0.33,-4.52,3.09,0.85,16355,16602,0
2014-02-14 04:00:00,57.96,13.99,1.39,29.25,-2.33,0.52,-28.71,-16.32,-0.87,16355,16618,0
2014-02-14 05:00:00,49.34,3.5,1.45,31.29,-14.55,1.16,-18.05,-18.05,-0.29,16618,16944,0
2014-02-14 06:00:00,53.46,-4.49,1.57,44.55,-14.33,2.09,-8.91,-9.84,0.52,17565,17986,0
2014-02-14 07:00:00,80.03,4.29,0.63,130.87,-216.66,9.78,50.84,-220.95,9.15,19113,19495,0
2014-02-14 08:00:00,75.88,3.71,2.78,56.94,-1.55,2.7,-18.94,-5.26,-0.08,19881,20149,0
2014-02-14 09:00:00,71.94,4.27,2.6,62.54,0.88,3.24,-9.4,-3.39,0.64,19815,20203,0
2014-02-14 10:00:00,60.98,2.09,2.61,49.73,-15.19,3.55,-11.25,-17.28,0.94,19658,19996,0
2014-02-14 11:00:00,60.25,3.38,2.93,42.08,2.47,2.26,-18.17,-0.91,-0.67,19471,19865,0
2014-02-14 12:00:00,53.72,-0.09,2.58,45.79,2.98,2.19,-7.93,3.07,-0.39,19153,19522,0
2014-02-14 13:00:00,51.28,-0.37,2.65,35.16,-1.16,1.91,-16.12,-0.79,-0.74,18885,19200,0
2014-02-14 14:00:00,49.65,1.06,2.54,32.77,-1.02,1.83,-16.88,-2.08,-0.71,18706,19015,0
2014-02-14 15:00:00,46.16,0.56,2.39,31.5,-0.15,1.59,-14.66,-0.71,-0.8,18497,18759,0
2014-02-14 16:00:00,40.48,-1.84,1.44,31.61,0.74,1.47,-8.87,2.58,0.03,18296,18509,0
2014-02-14 17:00:00,44.97,-1.24,0.39,31.23,-0.7,1.41,-13.74,0.54,1.02,18251,18498,0
2014-02-14 18:00:00,72.04,6.56,1.01,47.34,-6.91,2.44,-24.7,-13.47,1.43,18629,19048,0
2014-02-14 19:00:00,77.46,6.8,0.55,70.65,19.95,2.31,-6.81,13.15,1.76,19421,19764,0
2014-02-14 20:00:00,67.61,1.96,3.27,54.46,10.79,1.84,-13.15,8.83,-1.43,19256,19621,0
2014-02-14 21:00:00,60.32,2.3,1.51,34.87,0.31,1.47,-25.45,-1.99,-0.04,18973,19307,0
2014-02-14 22:00:00,56.38,-1.3,2.51,36.21,0.47,1.56,-20.17,1.77,-0.95,18541,18856,0
2014-02-14 23:00:00,54.27,3.06,1.51,38.09,0.22,1.52,-16.18,-2.84,0.01,17700,18028,0
2014-02-15 00:00:00,46.2,-1.26,0.37,29.01,0.06,1.04,-17.19,1.32,0.67,17388,17449,0
2014-02-15 01:00:00,41.42,-1.17,0.93,29.98,0.36,0.91,-11.44,1.53,-0.02,16828,16964,0
2014-02-15 02:00:00,38.66,0.15,0.28,32.59,0.93,0.86,-6.07,0.78,0.58,16427,16658,0
2014-02-15 03:00:00,32.92,-3.26,0.27,36.98,3.07,0.86,4.06,6.33,0.59,16242,16439,0
2014-02-15 04:00:00,33.49,-2.45,0.26,33.16,-0.91,1.05,-0.33,1.54,0.79,16166,16365,0
2014-02-15 05:00:00,35.78,-1.32,0.77,30.05,0.33,0.99,-5.73,1.65,0.22,16262,16461,0
2014-02-15 06:00:00,37.82,-5.12,1.78,33.12,-2.76,1.21,-4.7,2.36,-0.57,16619,16811,0
2014-02-15 07:00:00,52.67,-1.96,2.45,58.22,16.49,1.71,5.55,18.45,-0.74,17146,17384,0
2014-02-15 08:00:00,59.16,-5.54,1.64,153.8,96.29,2.64,94.64,101.83,1.0,17599,17831,0
2014-02-15 09:00:00,68.25,-0.97,3.19,405.09,245.9,7.94,336.84,246.87,4.75,18069,18248,0
2014-02-15 10:00:00,57.54,0.88,-0.13,459.58,333.09,6.6,402.04,332.21,6.73,18242,18469,0
2014-02-15 11:00:00,50.67,-1.59,0.84,111.9,74.24,1.57,61.23,75.83,0.73,18146,18464,0
2014-02-15 12:00:00,45.37,-2.72,1.58,134.92,92.13,1.65,89.55,94.85,0.07,17854,18334,0
2014-02-15 13:00:00,40.97,0.8,0.26,106.24,72.54,1.12,65.27,71.74,0.86,17545,18006,0
2014-02-15 14:00:00,37.69,-0.76,0.7,114.99,76.83,1.15,77.3,77.59,0.45,17293,17751,0
2014-02-15 15:00:00,35.13,-1.54,1.0,79.9,46.97,1.04,44.77,48.51,0.04,17037,17528,0
2014-02-15 16:00:00,32.86,-6.24,0.65,86.21,54.26,1.1,53.35,60.5,0.45,16932,17428,0
2014-02-15 17:00:00,43.84,-0.97,0.77,31.4,0.13,1.3,-12.44,1.1,0.53,17070,17617,0
2014-02-15 18:00:00,71.93,9.11,2.17,58.23,-11.77,4.01,-13.7,-20.88,1.84,17692,18278,0
2014-02-15 19:00:00,72.29,7.06,3.05,56.32,0.97,3.24,-15.97,-6.09,0.19,18384,18872,0
2014-02-15 20:00:00,54.14,-0.22,1.47,58.07,4.79,2.81,3.93,5.01,1.34,18227,18569,0
2014-02-15 21:00:00,51.28,-0.94,2.43,60.54,-9.7,3.15,9.26,-8.76,0.72,17888,18224,0
2014-02-15 22:00:00,44.26,-4.62,1.98,32.28,-31.26,2.62,-11.98,-26.64,0.64,17412,17707,0
2014-02-15 23:00:00,44.2,0.69,0.53,31.58,-50.16,2.21,-12.62,-50.85,1.68,16695,17019,0
2014-02-16 00:00:00,61.42,18.2,1.04,27.0,-6.15,0.61,-34.42,-24.35,-0.43,16160,16490,0
2014-02-16 01:00:00,59.01,18.52,0.13,106.57,63.55,0.53,47.56,45.03,0.4,15708,15930,0
2014-02-16 02:00:00,54.35,14.09,0.68,47.13,-3.9,0.38,-7.22,-17.99,-0.3,15416,15625,0
2014-02-16 03:00:00,41.67,3.09,0.84,37.6,3.07,0.2,-4.07,-0.02,-0.64,15301,15461,0
2014-02-16 04:00:00,40.84,2.64,0.6,36.3,-20.64,0.41,-4.54,-23.28,-0.19,15297,15422,0
2014-02-16 05:00:00,34.14,-3.63,1.02,28.41,-12.16,0.25,-5.73,-8.53,-0.77,15423,15551,0
2014-02-16 06:00:00,39.23,-0.55,1.08,25.77,-30.25,0.08,-13.46,-29.7,-1.0,15765,15844,0
2014-02-16 07:00:00,44.57,3.21,1.6,28.22,-8.79,0.03,-16.35,-12.0,-1.57,16198,16369,0
2014-02-16 08:00:00,48.86,-0.55,1.92,28.57,-34.93,0.17,-20.29,-34.38,-1.75,16540,16716,0
2014-02-16 09:00:00,57.39,1.06,1.37,22.95,-89.89,0.71,-34.44,-90.95,-0.66,17000,17128,0
2014-02-16 10:00:00,53.22,1.77,0.75,21.77,-36.13,1.14,-31.45,-37.9,0.39,17235,17262,0
2014-02-16 11:00:00,53.49,5.77,0.86,24.46,-17.19,0.84,-29.03,-22.96,-0.02,17200,17161,0
2014-02-16 12:00:00,46.01,3.04,-0.28,28.21,-0.7,0.78,-17.8,-3.74,1.06,17102,17035,0
2014-02-16 13:00:00,47.74,8.42,-0.28,24.44,-3.75,0.83,-23.3,-12.17,1.11,16978,17003,0
2014-02-16 14:00:00,46.43,11.04,-0.26,25.03,-7.43,0.99,-21.4,-18.47,1.25,16841,16812,0
2014-02-16 15:00:00,47.34,12.0,0.07,23.87,-3.05,0.83,-23.47,-15.05,0.76,16692,16703,0
2014-02-16 16:00:00,49.27,13.35,0.21,23.97,-8.99,0.93,-25.3,-22.34,0.72,16713,16800,0
2014-02-16 17:00:00,61.1,18.71,1.71,24.57,-18.45,1.45,-36.53,-37.16,-0.26,17080,17287,0
2014-02-16 18:00:00,86.47,29.12,2.59,41.6,-53.27,4.25,-44.87,-82.39,1.66,17855,18216,0
2014-02-16 19:00:00,88.17,28.86,1.66,39.55,-34.05,3.14,-48.62,-62.91,1.48,18558,19103,0
2014-02-16 20:00:00,80.17,25.72,0.72,31.41,-16.26,1.97,-48.76,-41.98,1.25,18426,18958,0
2014-02-16 21:00:00,74.48,21.42,2.03,22.27,-69.92,2.93,-52.21,-91.34,0.9,17992,18454,0
2014-02-16 22:00:00,56.09,12.46,0.23,22.18,-18.73,1.15,-33.91,-31.19,0.92,17394,17885,0
2014-02-16 23:00:00,54.81,14.14,0.53,15.89,-45.93,1.69,-38.92,-60.07,1.16,16553,17022,0
2014-02-17 00:00:00,41.65,0.2,1.69,16.55,-41.86,1.01,-25.1,-42.06,-0.68,16226,16417,0
